Date	Firm	To Grade	From Grade	Action
2012-02-27 06:02:00	Sterne Agee	Buy		up
2012-02-29 06:07:00	Deutsche Bank	Hold		down
2012-03-05 06:17:00	Jefferies	Hold		main
2012-04-17 06:34:00	Jefferies	Buy		up
2012-05-10 06:34:00	Jefferies	Buy		main
2012-07-16 07:58:00	Deutsche Bank	Hold		main
2012-08-08 06:43:00	Wunderlich	Buy		main
2012-08-16 05:55:00	Imperial Capital	Outperform		init
2012-09-05 10:01:00	Iberia Capital Partners	Outperform		init
2012-11-08 07:39:00	Deutsche Bank	Hold		main
2012-11-08 07:45:00	BMO Capital	Market Perform		main
2012-11-14 11:03:00	SunTrust Robinson Humphrey	Buy	Neutral	up
2012-11-29 06:00:00	Ladenburg Thalmann			init
2012-12-05 09:40:30	Global Hunter Securities	Buy		init
2013-01-11 08:48:49	Tudor Pickering	Buy	Accumulate	up
2013-01-11 08:49:24	Wells Fargo	Outperform	Market Perform	up
2013-01-14 09:03:18	Jefferies	Buy		main
2013-02-01 07:48:13	Wunderlich	Buy		main
2013-02-01 08:41:30	Jefferies	Buy		main
2013-02-01 10:25:34	UBS	Buy		main
2013-02-27 08:21:17	Raymond James	Outperform	Market Perform	up
2013-02-27 08:22:15	SunTrust Robinson Humphrey	Neutral	Buy	down
2013-03-27 07:09:35	Topeka	Hold		init
2013-05-07 06:49:55	ISI Group	Buy		init
2013-07-17 16:27:37	Morgan Stanley	Equal-Weight		main
2013-08-08 06:42:48	Canaccord Genuity	Hold	Buy	down
2013-09-05 14:04:10	Topeka	Buy	Hold	up
2013-09-06 06:41:00	Deutsche Bank	Buy	Hold	up
2013-09-06 08:41:08	SunTrust Robinson Humphrey	Buy	Neutral	up
2013-09-06 08:44:03	KLR Group	Buy	Accumulate	up
2013-09-06 08:44:19	RBC Capital	Outperform	Sector Perform	up
2013-09-06 09:19:48	Raymond James	Outperform		main
2013-09-06 09:25:40	Stephens & Co.	Overweight		main
2013-09-24 08:25:00	Goldman Sachs	Buy		init
2013-09-26 08:22:57	Macquarie	Outperform		init
2013-10-02 08:53:24	KLR Group		Buy	down
2013-10-23 10:05:55	Global Hunter Securities	Neutral	Accumulate	down
2013-11-07 08:41:57	Deutsche Bank	Buy		main
2013-11-07 09:14:46	Topeka	Buy		main
2013-12-09 07:34:06	Deutsche Bank	Buy		main
2014-02-05 07:00:13	Wunderlich	Buy		main
2014-02-05 08:00:00	KLR Group	Buy	Accumulate	up
2014-02-05 08:09:06	Goldman Sachs	Buy		main
2014-02-07 08:00:00	Canaccord Genuity	Buy	Hold	up
2014-02-12 16:00:00	Citigroup	Neutral		init
2014-03-07 08:00:00	KLR Group	Accumulate	Buy	down
2014-04-01 07:39:48	Deutsche Bank	Hold		down
2014-04-04 08:00:00	Bank of America	Neutral		init
2014-05-07 00:30:49	Raymond James	Outperform		main
