	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	9531904	2020-09-29	0.1528	132779422
1	Vanguard Group, Inc. (The)	6225753	2020-09-29	0.0998	86724739
2	Dimensional Fund Advisors LP	4907032	2020-09-29	0.0787	68354955
3	Paradice Investment Management, LLC	2834696	2020-09-29	0.0454	39487315
4	Prentice Capital Management, LP	2831331	2020-09-29	0.0454	39440440
5	State Street Corporation	2472927	2020-09-29	0.039599999999999996	34447873
6	Arrowstreet Capital, Limited Partnership	2094292	2020-09-29	0.0336	29173487
7	Balyasny Asset Management, LP	2034307	2020-09-29	0.0326	28337896
8	Kempen Capital Management N.V.	1985277	2020-09-29	0.0318	27654908
9	Shaw D.E. & Co., Inc.	1627172	2020-09-29	0.026099999999999998	22666505
