	0	1
Earnings Date	2021-03-02 00:00:00	2021-03-08 00:00:00
Earnings Average	1.22	1.22
Earnings Low	1.07	1.07
Earnings High	1.48	1.48
Revenue Average	1118640000	1118640000
Revenue Low	1111830000	1111830000
Revenue High	1129900000	1129900000
