	0	1
Earnings Date	2020-10-19 00:00:00	2020-10-23 00:00:00
Earnings Average	0.6	0.6
Earnings Low	0.6	0.6
Earnings High	0.62	0.62
Revenue Average	640970000	640970000
Revenue Low	636200000	636200000
Revenue High	648630000	648630000
