	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	0.61	0.61
Earnings Low	0.09	0.09
Earnings High	1.25	1.25
Revenue Average	693130000	693130000
Revenue Low	501390000	501390000
Revenue High	874400000	874400000
