	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	51413180	2020-06-29	0.086	3189159555
1	Blackrock Inc.	43978016	2020-06-29	0.0736	2727956332
2	State Street Corporation	28623024	2020-06-29	0.0479	1775486178
3	Longview Partners (Guernsey) LTD	16759776	2020-06-29	0.027999999999999997	1039608905
4	Bank of America Corporation	14451457	2020-06-29	0.0242	896423877
5	American Century Companies, Inc.	14274981	2020-06-29	0.0239	885477071
6	Capital World Investors	11070182	2020-06-29	0.018500000000000003	686683389
7	Wells Fargo & Company	9987129	2020-06-29	0.0167	619501611
8	Invesco Ltd.	9735165	2020-06-29	0.0163	603872284
9	Northern Trust Corporation	9167575	2020-06-29	0.015300000000000001	568664677
