	Holder	Shares	Date Reported	% Out	Value
0	Berkshire Hathaway, Inc	151610700	2020-09-29	0.1883	15198972675
1	Vanguard Group, Inc. (The)	47568028	2020-09-29	0.0591	4768694807
2	Blackrock Inc.	46354047	2020-09-29	0.0576	4646993211
3	Wellington Management Company, LLP	36942399	2020-09-29	0.045899999999999996	3703475499
4	State Street Corporation	33082954	2020-09-29	0.041100000000000005	3316566138
5	Dodge & Cox Inc	16352645	2020-09-29	0.0203	1639352661
6	Fisher Asset Management, LLC	14604429	2020-09-29	0.0181	1464094007
7	Massachusetts Financial Services Co.	11188788	2020-09-29	0.0139	1121675997
8	Viking Global Investors, L.P.	10848301	2020-09-29	0.013500000000000002	1087542175
9	JP Morgan Chase & Company	10349321	2020-09-29	0.0129	1037519430
