	0	1
Earnings Date	2020-12-07 00:00:00	2020-12-11 00:00:00
Earnings Average	-0.14	-0.14
Earnings Low	-0.18	-0.18
Earnings High	-0.09	-0.09
Revenue Average	1716470000	1716470000
Revenue Low	1708400000	1708400000
Revenue High	1733260000	1733260000
