	Holder	Shares	Date Reported	% Out	Value
0	Morgan Stanley	24255702	2020-06-29	0.2716	1083987322
1	Baillie Gifford and Company	5347453	2020-06-29	0.0599	238977674
2	Vanguard Group, Inc. (The)	5083587	2020-06-29	0.056900000000000006	227185503
3	Tybourne Capital Management (HK) Limited	2861115	2020-06-29	0.032	127863229
4	Robeco Institutional Asset Management B V	2150000	2020-06-29	0.0241	96083500
5	Renaissance Technologies, LLC	2041600	2020-06-29	0.0229	91239104
6	ClearBridge Investments, LLC	1948811	2020-06-29	0.0218	87092363
7	Lord Abbett & Co	1858701	2020-06-29	0.0208	83065347
8	Massachusetts Financial Services Co.	1795015	2020-06-29	0.020099999999999996	80219220
