	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	57917351	2020-06-29	0.08529999999999999	9792086533
1	Blackrock Inc.	49108837	2020-06-29	0.0723	8302831071
2	State Street Corporation	29076234	2020-06-29	0.042800000000000005	4915918882
3	Wellington Management Company, LLP	23386901	2020-06-29	0.0345	3954023352
4	Bank of America Corporation	13412561	2020-06-29	0.019799999999999998	2267661688
5	Price (T.Rowe) Associates Inc	11139801	2020-06-29	0.016399999999999998	1883406155
6	Massachusetts Financial Services Co.	10507222	2020-06-29	0.0155	1776456023
7	FMR, LLC	9885795	2020-06-29	0.0146	1671391360
8	Geode Capital Management, LLC	9636124	2020-06-29	0.014199999999999999	1629179484
9	Ameriprise Financial, Inc.	9208990	2020-06-29	0.013600000000000001	1556963939
