	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	33750047	2020-06-29	0.1105	2313565721
1	Blackrock Inc.	23900271	2020-06-29	0.0783	1638363577
2	State Street Corporation	14926968	2020-06-29	0.0489	1023243656
3	Bank Of New York Mellon Corporation	14691468	2020-06-29	0.0481	1007100131
4	Loomis Sayles & Company, LP	13085491	2020-06-29	0.042800000000000005	897010408
5	Wellington Management Company, LLP	10227498	2020-06-29	0.0335	701094987
6	Waddell & Reed Financial Inc.	9517302	2020-06-29	0.031200000000000002	652411052
7	Parnassus Investments /ca	8733568	2020-06-29	0.0286	598686086
8	Geode Capital Management, LLC	6092659	2020-06-29	0.02	417651774
9	Bank of America Corporation	4751587	2020-06-29	0.015600000000000001	325721288
