	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	1.58	1.58
Earnings Low	1.17	1.17
Earnings High	2	2
Revenue Average	1727170000	1727170000
Revenue Low	1554480000	1554480000
Revenue High	1836570000	1836570000
