	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	18953769	2020-06-29	0.1183	399924525
1	ClearBridge Investments, LLC	18085136	2020-06-29	0.11289999999999999	381596369
2	Blackrock Inc.	12254658	2020-06-29	0.0765	258573283
3	FMR, LLC	10440472	2020-06-29	0.0652	220293959
4	JP Morgan Chase & Company	9580767	2020-06-29	0.059800000000000006	202154183
5	State Street Corporation	7969872	2020-06-29	0.049699999999999994	168164299
6	Ameriprise Financial, Inc.	6492421	2020-06-29	0.0405	136990083
7	Wells Fargo & Company	5111953	2020-06-29	0.0319	107862208
8	Citadel Advisors LLC	4467132	2020-06-29	0.0279	94256485
9	Smead Capital Management, Inc.	4294613	2020-06-29	0.0268	90616334
