	0	1
Earnings Date	2019-08-05 00:00:00	2019-08-09 00:00:00
Earnings Average	0.65	0.65
Earnings Low	0.31	0.31
Earnings High	0.86	0.86
Revenue Average	2465380000	2465380000
Revenue Low	2208000000	2208000000
Revenue High	2539000000	2539000000
