	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	1.1	1.1
Earnings Low	1.06	1.06
Earnings High	1.13	1.13
Revenue Average	18221900000	18221900000
Revenue Low	17914000000	17914000000
Revenue High	18825200000	18825200000
