	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	356139529	2020-06-29	0.0837	21307828020
1	Blackrock Inc.	312226978	2020-06-29	0.07339999999999999	18680540093
2	State Street Corporation	189410341	2020-06-29	0.044500000000000005	11332420702
3	Capital International Investors	110686080	2020-06-29	0.026000000000000002	6622348166
4	Geode Capital Management, LLC	69748937	2020-06-29	0.016399999999999998	4173078900
5	Wellington Management Company, LLP	65193336	2020-06-29	0.015300000000000001	3900517292
6	Northern Trust Corporation	56226353	2020-06-29	0.0132	3364022699
7	Bank of America Corporation	55602711	2020-06-29	0.0131	3326710199
8	Norges Bank Investment Management	49568825	2019-12-30	0.011699999999999999	2966694176
9	Bank Of New York Mellon Corporation	43643371	2020-06-29	0.0103	2611182886
