	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	1.41	1.41
Earnings Low	1.31	1.31
Earnings High	1.56	1.56
Revenue Average	3170270000	3170270000
Revenue Low	3097000000	3097000000
Revenue High	3227000000	3227000000
