	0	1
Earnings Date	2021-03-01 00:00:00	2021-03-05 00:00:00
Earnings Average	12.57	12.57
Earnings Low	11.12	11.12
Earnings High	13.32	13.32
Revenue Average	2730090000	2730090000
Revenue Low	2662760000	2662760000
Revenue High	2795300000	2795300000
