	0	1
Earnings Date	2020-12-02 00:00:00	2020-12-07 00:00:00
Earnings Average	-0.04	-0.04
Earnings Low	-0.06	-0.06
Earnings High	-0.01	-0.01
Revenue Average	224610000	224610000
Revenue Low	221930000	221930000
Revenue High	232000000	232000000
