	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.84	0.84
Earnings Low	0.78	0.78
Earnings High	0.88	0.88
Revenue Average	8428120000	8428120000
Revenue Low	6754060000	6754060000
Revenue High	10137200000	10137200000
