	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	49018971	2020-06-29	0.0794	18622797272
1	FMR, LLC	46517677	2020-06-29	0.0754	17672530669
2	Blackrock Inc.	43602920	2020-06-29	0.0707	16565185337
3	State Street Corporation	25643988	2020-06-29	0.0416	9742407481
4	Price (T.Rowe) Associates Inc	11310415	2020-06-29	0.0183	4296939762
5	Geode Capital Management, LLC	9267136	2020-06-29	0.015	3520677637
6	Jennison Associates LLC	7786512	2020-06-29	0.0126	2958173773
7	Northern Trust Corporation	7163697	2020-06-29	0.0116	2721560127
8	Bank Of New York Mellon Corporation	6571883	2020-06-29	0.010700000000000001	2496724070
9	Bank of America Corporation	6460258	2020-06-29	0.0105	2454316616
