	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	60325689	2020-09-29	0.0859	2192838795
1	Japan Post Holdings Co., Ltd.	52300000	2020-12-30	0.0745	2325781000
2	Blackrock Inc.	47266282	2020-09-29	0.0673	1718129350
3	State Street Corporation	33964417	2020-09-29	0.0484	1234606557
4	Wells Fargo & Company	15574255	2020-09-29	0.0222	566124169
5	Geode Capital Management, LLC	10351897	2020-09-29	0.0147	376291455
6	Northern Trust Corporation	8538636	2020-09-29	0.012199999999999999	310379418
7	Boston Partners	8399354	2020-09-29	0.012	305316517
8	American Century Companies, Inc.	7331122	2020-09-29	0.0104	266486284
9	Norges Bank Investment Management	6618879	2019-12-30	0.009399999999999999	350138699
