	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	42063680	2020-06-29	0.1208	474898947
1	Blackrock Inc.	26806073	2020-06-29	0.077	302640564
2	Diamond Hill Capital Management Inc	20119439	2020-06-29	0.057800000000000004	227148466
3	State Street Corporation	19469941	2020-06-29	0.0559	219815633
4	Shapiro Capital Management Company, Inc.	17611370	2020-06-29	0.0506	198832367
5	ArrowMark Colorado Holdings LLC	15905995	2020-06-29	0.045700000000000005	179578683
6	Lyrical Asset Management LP	14162347	2020-06-29	0.0407	159892897
7	Cooke & Bieler, Inc	9577367	2020-06-29	0.0275	108128473
8	Prudential PLC	8256501	2020-06-29	0.023700000000000002	93215896
9	Bank Of New York Mellon Corporation	6997766	2020-06-29	0.020099999999999996	79004778
