Date	Firm	To Grade	From Grade	Action
2012-05-02 06:33:00	Deutsche Bank	Hold		main
2012-05-02 07:30:00	DA Davidson	Neutral		down
2012-07-31 06:35:00	JP Morgan	Neutral		main
2012-07-31 07:51:00	Sterne Agee	Buy		main
2012-08-13 07:04:00	JP Morgan	Overweight	Neutral	up
2012-09-04 05:35:00	Goldman Sachs	Neutral	Buy	down
2012-10-09 15:46:00	Deutsche Bank	Hold		main
2012-10-29 05:41:00	Citigroup	Neutral	Buy	down
2012-10-31 08:29:00	Credit Suisse	Underperform		main
2012-12-06 16:11:31	Jefferies	Buy		init
2013-01-10 06:51:25	Citigroup	Neutral		main
2013-01-11 10:03:03	JP Morgan	Neutral	Overweight	down
2013-01-15 08:35:22	Credit Suisse	Underperform		main
2013-01-15 09:20:19	First Analysis	Equal-Weight	Overweight	down
2013-01-15 09:20:42	Stephens & Co.	Equal-Weight	Overweight	down
2013-01-15 10:38:46	Citigroup	Neutral		main
2013-01-15 15:07:24	Goldman Sachs	Neutral		main
2013-01-23 10:37:42	UBS	Neutral		init
2013-04-12 06:11:21	Sterne Agee	Neutral	Buy	down
2013-05-01 06:24:42	Oppenheimer	Perform	Outperform	down
2013-05-01 10:12:55	UBS	Neutral		main
2013-07-08 08:13:18	Barclays	Overweight	Equal-Weight	up
2013-08-06 09:37:05	First Analysis	Overweight	Equal-Weight	up
2013-08-07 07:00:45	Sterne Agee	Buy	Neutral	up
2013-10-30 07:29:12	Deutsche Bank	Hold		main
2013-12-11 07:39:46	Deutsche Bank	Hold		main
2014-04-30 00:15:13	Citigroup	Hold		main
2014-07-16 10:30:00	BMO Capital	Outperform		init
2014-07-30 01:53:43	Deutsche Bank	Hold		main
2014-07-31 20:57:30	Citigroup	Neutral		main
2014-08-04 20:21:39	Jefferies	Buy		main
2014-08-06 08:43:26	Monness Crespi Hardt	Buy		init
2014-08-13 09:00:00	JP Morgan	Neutral		main
2014-10-29 09:00:00	Citigroup	Neutral		main
2014-11-03 09:00:00	Jefferies	Buy		main
2014-11-21 00:00:00	Barclays	Equal-Weight	Overweight	down
2015-01-16 09:00:00	Citigroup	Neutral		main
2015-02-04 06:09:26	BMO Capital	Market Perform	Outperform	down
2015-02-04 09:00:00	Deutsche Bank	Hold		main
2015-02-23 07:48:30	Monness Crespi Hardt	Neutral	Buy	down
2015-05-06 09:00:00	JP Morgan	Neutral		main
2015-05-12 09:00:00	Stephens & Co.	Equal-Weight		main
2015-06-18 09:00:00	SunTrust Robinson Humphrey	Neutral		main
2015-06-19 06:47:12	Oppenheimer	Outperform	Perform	up
2015-08-14 06:38:43	JP Morgan	Neutral		main
2015-09-30 16:29:13	Cowen & Co.	Market Perform		init
2015-10-28 13:35:42	Oppenheimer	Outperform		main
2015-12-10 16:21:45	Credit Suisse	Neutral		init
2015-12-17 10:20:17	Sterne Agee CRT	Buy		init
2016-02-03 11:31:53	SunTrust Robinson Humphrey	Neutral		main
2016-02-03 13:49:54	Baird	Neutral		main
2016-03-21 07:19:51	Oppenheimer	Perform	Outperform	down
2016-04-15 07:53:31	Compass Point	Sell		init
2016-07-07 12:25:39	Barclays	Equal-Weight		main
