	Holder	Shares	Date Reported	% Out	Value
0	Kohlberg Kravis Roberts & Co. L.P.	110425667	2020-06-29	0.1649	10779753612
1	Price (T.Rowe) Associates Inc	57445794	2020-06-29	0.0858	5607858410
2	Vanguard Group, Inc. (The)	46248072	2020-06-29	0.0691	4514736788
3	Blackrock Inc.	40421105	2020-06-29	0.0604	3945908270
4	Massachusetts Financial Services Co.	25013586	2020-06-29	0.0374	2441826265
5	State Street Corporation	23368093	2020-06-29	0.0349	2281193238
6	Goldman Sachs Group, Inc.	9932818	2020-06-29	0.0148	969641693
7	Longview Partners (Guernsey) LTD	8836884	2020-06-29	0.0132	862656616
8	Geode Capital Management, LLC	8797241	2020-06-29	0.0131	858786666
9	FMR, LLC	8753281	2020-06-29	0.0131	854495291
