	0	1
Earnings Date	2020-10-22 00:00:00	2020-10-26 00:00:00
Earnings Average	3.8	3.8
Earnings Low	3.46	3.46
Earnings High	4.18	4.18
Revenue Average	6348740000	6348740000
Revenue Low	5921120000	5921120000
Revenue High	6602000000	6602000000
