Date	Firm	To Grade	From Grade	Action
2012-02-09 06:30:00	PiperJaffray	Neutral		main
2012-02-09 07:30:00	Goldman Sachs	Buy		main
2012-02-10 10:07:00	Bank oferica	Neutral		main
2012-04-02 05:57:00	Credit Suisse	Outperform		main
2012-05-23 06:55:00	PiperJaffray	Neutral		main
2012-05-23 10:47:00	UBS	Buy		main
2012-10-09 15:55:00	PiperJaffray	Overweight	Neutral	up
2012-10-19 12:11:00	Barclays	Equal-Weight		main
2012-11-02 16:41:00	Bank of America	Neutral		main
2012-11-05 11:07:00	UBS	Buy		main
2013-01-07 08:49:19	Morgan Stanley	Outperform	Equal-Weight	up
2013-01-09 08:17:19	Macquarie	Outperform	Neutral	up
2013-02-06 15:34:49	JP Morgan	Neutral		main
2013-02-06 15:44:30	Citigroup	Buy		main
2013-02-26 07:25:18	Cowen & Co.	Outperform		init
2013-06-24 16:14:36	Deutsche Bank	Buy		init
2013-08-08 06:31:06	ISI Group	Buy	Strong Buy	down
2013-10-08 16:00:00	PiperJaffray	Neutral	Overweight	down
2013-11-07 08:40:23	Deutsche Bank	Buy		main
2013-12-12 07:34:30	Citigroup	Buy		main
2013-12-19 16:00:00	Stephens & Co.	Equal-Weight		init
2014-01-16 06:25:05	Morgan Stanley	Equal-weight	Overweight	down
2014-02-11 16:00:00	Atlantic Equities	Overweight	Neutral	up
2014-02-13 07:42:56	Nomura	Neutral		init
2014-02-26 08:00:00	Wells Fargo	Outperform	Market Perform	up
2014-02-27 08:00:00	Goldman Sachs	Buy	Neutral	up
2014-03-18 08:00:00	Barclays	Overweight		init
2014-04-22 08:00:00	Maxim Group	Buy		init
2014-05-12 06:08:05	Credit Suisse	Neutral	Outperform	down
2014-05-12 06:58:22	Credit Suisse	Neutral	Outperform	down
2014-05-12 07:02:17	McNicoll Lewis Vlak	Buy		main
2014-05-12 23:02:51	UBS	Buy		main
2014-05-13 20:36:58	JP Morgan	Neutral		main
2014-08-07 06:19:47	Credit Suisse	Outperform	Neutral	up
2014-09-09 07:58:02	ISI Group	Strong Buy	Buy	up
2014-09-15 09:00:00	JP Morgan	Neutral		main
2014-10-30 09:00:00	Citigroup	Buy		main
2014-11-26 08:04:21	Barclays	Overweight		main
2014-11-26 09:00:00	Deutsche Bank	Buy		main
2014-12-09 09:00:00	JP Morgan	Neutral		main
2014-12-16 00:00:00	Cowen & Co.	Market Perform		init
2015-01-09 00:00:00	Janney Capital	Neutral	Buy	down
2015-01-22 09:00:00	Deutsche Bank	Buy		main
2015-01-30 09:00:00	Barclays	Overweight		main
2015-02-02 09:00:00	UBS	Buy		main
2015-02-05 06:10:48	UBS	Neutral	Buy	down
2015-02-05 06:23:10	Goldman Sachs	Neutral	Buy	down
2015-02-05 08:20:08	Deutsche Bank	Hold	Buy	down
2015-02-05 09:00:00	Citigroup	Neutral		main
2015-02-09 09:00:00	JP Morgan	Neutral		main
2015-04-07 07:27:51	CLSA	Buy	Outperform	up
2015-05-14 09:00:00	Nomura	Neutral		main
2015-05-28 06:09:52	Goldman Sachs	Buy	Neutral	up
2015-06-23 09:00:00	JP Morgan	Neutral		main
2015-07-13 08:27:32	Stephens & Co.	Overweight	Equal-Weight	up
2015-09-24 06:06:05	Citigroup		Neutral	up
2015-09-30 06:14:26	UBS	Buy	Neutral	up
2015-10-12 07:50:27	Telsey Advisory Group	Outperform		init
2015-10-15 16:11:23	Brean Capital	Hold		init
2015-10-29 04:12:07	Barclays	Equal-Weight	Overweight	down
2015-11-03 07:24:38	Susquehanna	Positive		init
2015-11-06 09:45:10	Deutsche Bank	Hold		main
2015-12-16 09:20:26	Bank of America	Neutral		main
2016-01-20 09:44:49	Standpoint Research	Buy		init
2016-02-02 11:02:59	Barclays	Equal-Weight		main
2016-02-05 04:18:26	Barclays	Equal-Weight		main
2016-02-05 04:18:28	Deutsche Bank	Hold		main
2016-02-05 06:06:18	Credit Suisse	Neutral	Outperform	down
2016-02-05 09:01:41	Bank of America	Underperform	Neutral	down
2016-02-05 13:33:18	Macquarie	Outperform		main
2016-02-08 06:49:15	Atlantic Equities	Neutral	Overweight	down
2016-05-02 08:29:04	Nomura	Neutral		main
2016-05-13 12:32:50	Citigroup	Buy		main
2016-05-20 07:38:18	BB&T Capital	Buy		init
2016-06-08 04:16:29	Credit Suisse	Neutral		main
2016-06-08 07:35:45	Bank of America	Neutral	Underperform	up
2016-06-08 12:41:01	Citigroup	Buy		main
2016-08-08 13:11:06	Standpoint Research	Hold	Buy	down
2016-08-11 04:26:20	Goldman Sachs	Buy		main
2016-08-11 06:05:46	Citigroup	Buy		main
2016-08-11 06:08:05	Brean Capital	Hold		main
2016-08-11 11:52:02	Deutsche Bank	Hold		main
2016-08-11 14:00:16	Bank of America	Neutral		main
2016-09-27 10:58:45	Macquarie	Outperform		main
2016-09-28 16:34:38	CLSA	Buy		init
2016-09-30 07:06:34	Guggenheim	Neutral		init
2017-02-01 13:41:38	Evercore ISI Group	Hold	Buy	down
2017-02-02 19:14:13	Goldman Sachs	Neutral	Buy	down
2017-02-03 11:51:15	PiperJaffray	Underweight	Neutral	down
2017-02-03 13:19:24	UBS	Neutral	Buy	down
2017-02-22 13:36:42	Atlantic Equities	Underweight	Neutral	down
2017-08-09 13:16:18	Atlantic Equities	Neutral	Underweight	up
2017-09-08 10:31:15	Credit Suisse	Outperform	Neutral	up
2017-09-13 15:30:58	Buckingham	Neutral		main
2017-11-03 17:56:48	Morgan Stanley	Equal-Weight		main
2017-11-03 18:59:19	Citigroup	Buy		main
2017-11-06 16:39:53	Barclays	Underweight		main
2017-11-20 19:59:07	Miller Tabak	Sell	Hold	down
2017-12-19 16:06:48	Bank of America	Underperform	Neutral	down
2018-01-25 17:03:36	Barclays	Underweight	Underweight	main
2018-02-02 13:39:25	Nomura	Neutral	Neutral	main
2018-02-02 17:52:28	Bank of America	Underperform	Underperform	main
2018-03-22 16:04:42	Cowen & Co.	Outperform	Market Perform	up
2018-05-24 11:29:49	Barclays	Underweight	Underweight	main
2018-05-24 11:44:35	Nomura	Neutral	Neutral	main
2018-05-24 11:53:16	Credit Suisse	Outperform	Outperform	main
