	0	1
Earnings Date	2020-12-02 00:00:00	2020-12-07 00:00:00
Earnings Average	1.57	1.57
Earnings Low	1.52	1.52
Earnings High	1.78	1.78
Revenue Average	1026320000	1026320000
Revenue Low	1010100000	1010100000
Revenue High	1102000000	1102000000
