	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	0.95	0.95
Earnings Low	0.92	0.92
Earnings High	1.03	1.03
Revenue Average	941010000	941010000
Revenue Low	936100000	936100000
Revenue High	950300000	950300000
