	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.58	0.58
Earnings Low	0.48	0.48
Earnings High	0.65	0.65
Revenue Average	545150000	545150000
Revenue Low	500000000	500000000
Revenue High	560900000	560900000
