	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	148155501	2020-09-29	0.0836	16123763173
1	Blackrock Inc.	135019032	2020-09-29	0.0762	14694121252
2	Capital Research Global Investors	87413660	2020-09-29	0.0493	9513228617
3	State Street Corporation	73674771	2020-09-29	0.0416	8018025327
4	Capital International Investors	55977647	2020-09-29	0.0316	6092047323
5	Wellington Management Company, LLP	35005383	2020-09-29	0.019799999999999998	3809635831
6	Northern Trust Corporation	27028098	2020-09-29	0.0152	2941467905
7	Bank of America Corporation	26317545	2020-09-29	0.0148	2864138422
8	Massachusetts Financial Services Co.	25721656	2020-09-29	0.014499999999999999	2799287822
9	Morgan Stanley	25371069	2020-09-29	0.0143	2761133439
