	0	1
Earnings Date	2020-11-19 00:00:00	2020-11-23 00:00:00
Earnings Average	0.38	0.38
Earnings Low	0.12	0.12
Earnings High	0.55	0.55
Revenue Average	1209830000	1209830000
Revenue Low	1162000000	1162000000
Revenue High	1259650000	1259650000
