	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	153065073	2020-09-29	0.0824	5914434420
1	Blackrock Inc.	143428615	2020-09-29	0.07719999999999999	5542081683
2	Capital World Investors	105566793	2020-09-29	0.056799999999999996	4079100881
3	State Street Corporation	77572514	2020-09-29	0.0417	2997401940
4	FMR, LLC	57399607	2020-09-29	0.030899999999999997	2217920814
5	Capital Research Global Investors	30581897	2020-09-29	0.0165	1181684500
6	Geode Capital Management, LLC	27161590	2020-09-29	0.0146	1049523837
7	Charles Schwab Investment Management, Inc.	25969038	2020-09-29	0.013999999999999999	1003443628
8	JP Morgan Chase & Company	23121798	2020-09-29	0.0124	893426274
9	Bank of America Corporation	21330998	2020-09-29	0.0115	824229762
