	Holder	Shares	Date Reported	% Out	Value
0	FMR, LLC	12062669	2020-06-29	0.1377	154281536
1	Great Hill Partners L.P.	9966731	2020-06-29	0.11380000000000001	127474489
2	Woodson Capital Management, LP	5750000	2020-06-29	0.06559999999999999	73542500
3	Interwest Venture Management Co.	5154080	2020-06-29	0.0588	65920683
4	Greenspring Associates, LLC	4072079	2020-06-29	0.04650000000000001	52081890
5	Vanguard Group, Inc. (The)	3995365	2020-06-29	0.045599999999999995	51100718
6	AllianceBernstein, L.P.	3714919	2020-06-29	0.0424	47513814
7	Blackrock Inc.	3704986	2020-06-29	0.042300000000000004	47386770
8	JP Morgan Chase & Company	2754191	2020-06-29	0.031400000000000004	35226102
9	Broad Peak Investment Holdings Ltd.	2228306	2020-06-29	0.0254	28500033
