	Holder	Shares	Date Reported	% Out	Value
0	Baker Brothers Advisors, LLC	31999081	2020-06-29	0.1463	3326944451
1	Price (T.Rowe) Associates Inc	29548923	2020-06-29	0.1351	3072201524
2	Vanguard Group, Inc. (The)	20733878	2020-06-29	0.09480000000000001	2155701295
3	Blackrock Inc.	17072119	2020-06-29	0.0781	1774988212
4	Wellington Management Company, LLP	13465100	2020-06-29	0.0616	1399966447
5	Capital International Investors	9009420	2020-06-29	0.0412	936709397
6	State Street Corporation	8484243	2020-06-29	0.0388	882106744
7	Renaissance Technologies, LLC	6271350	2020-06-29	0.0287	652032259
8	Dodge & Cox Inc	3673750	2020-06-29	0.0168	381959787
9	Bellevue Group AG	3292600	2020-06-29	0.0151	342331622
