Date	Firm	To Grade	From Grade	Action
2012-02-15 12:49:00	Brean Capital	Buy		main
2012-02-16 06:21:00	Morgan Stanley	Equal-Weight		down
2012-03-26 08:55:00	Canaccord Genuity	Buy		init
2012-04-26 12:54:00	Brean Capital	Buy		main
2012-04-26 14:04:00	Canaccord Genuity	Buy		main
2012-04-26 14:26:00	Bank of America	Buy		main
2012-04-27 10:38:00	UBS	Buy		main
2012-05-11 06:41:00	Goldman Sachs	Buy		up
2012-08-03 14:14:00	Barclays	Equal-Weight		main
2012-08-03 14:25:00	Morgan Stanley	Equal-Weight		main
2012-08-07 14:31:00	Bank of America	Buy		main
2012-09-05 07:03:00	Bank of America	Buy		main
2012-11-01 15:21:00	Bank of America	Buy		main
2012-11-01 15:23:00	Morgan Stanley	Equal-Weight		main
2012-11-07 07:04:00	Jefferies	Buy		main
2013-01-14 08:39:31	Lazard	Buy	Neutral	up
2013-01-23 09:38:48	Morgan Stanley	Underweight	Equal-weight	down
2013-02-15 07:30:11	Jefferies	Buy		main
2013-02-15 12:24:41	Barclays	Equal-Weight		main
2013-08-02 08:38:56	Oppenheimer	Outperform		main
2013-08-02 09:04:08	UBS	Buy		main
2013-08-22 07:46:35	Jefferies	Buy		main
2013-09-20 10:20:15	Barclays	Equal-Weight		main
2014-01-08 07:47:30	Nomura	Buy		init
2014-01-21 08:00:00	Nomura	Buy		main
2014-04-29 08:00:00	Leerink Swann	Outperform		init
2014-05-02 04:00:08	Nomura	Buy		main
2014-09-04 16:34:57	SunTrust Robinson Humphrey	Buy		init
2014-10-31 05:43:43	Goldman Sachs	Neutral	Sell	up
2015-02-13 09:00:00	JMP Securities	Market Outperform		main
2015-02-23 09:00:00	Oppenheimer	Outperform		main
2015-04-15 09:00:00	JMP Securities	Market Outperform		main
2015-05-29 07:55:25	Bank of America	Buy		init
2015-08-05 17:20:50	JMP Securities	Market Outperform		main
2015-08-13 06:00:21	Barclays	Overweight		init
2015-09-09 05:44:31	Jefferies	Buy		init
2015-10-15 11:02:02	Jefferies	Buy		main
2015-11-12 06:08:53	Leerink Swann	Outperform		main
2015-11-18 06:39:05	Goldman Sachs	Buy		init
2016-01-05 08:21:50	Raymond James	Market Perform		init
2016-01-20 16:19:49	Credit Suisse	Outperform		init
2016-01-28 02:47:11	JP Morgan	Overweight		main
2016-01-28 03:30:44	Jefferies	Buy		main
2016-02-12 04:07:37	Barclays	Overweight		main
2016-02-12 05:24:47	Brean Capital	Buy		main
2016-02-12 12:22:55	Oppenheimer	Outperform		main
2016-02-16 13:57:36	Leerink Swann	Outperform		main
2016-03-23 03:51:25	Morgan Stanley	Overweight		init
2016-04-07 06:28:01	BMO Capital	Outperform		init
2016-07-13 07:17:34	RBC Capital	Outperform		init
2016-08-05 07:02:34	SunTrust Robinson Humphrey	Buy		init
2016-08-10 08:24:19	Barclays	Overweight		main
2016-09-29 06:13:49	Raymond James	Outperform	Market Perform	up
2016-10-03 13:03:59	Leerink Swann	Outperform		main
2016-10-05 14:04:35	Jefferies	Hold		main
2016-10-10 15:53:22	JMP Securities	Market Outperform		main
2017-04-05 21:03:52	Raymond James	Market Perform	Outperform	down
2017-04-17 17:19:07	PiperJaffray	Neutral	Overweight	down
2017-08-02 19:44:56	Barclays	Overweight		main
2017-09-11 12:33:50	Raymond James	Outperform	Market Perform	up
2017-09-11 19:00:52	BMO Capital	Outperform		main
2017-10-26 14:35:20	BMO Capital	Outperform		main
2017-11-01 16:33:05	BMO Capital	Outperform		main
2018-01-02 11:28:22	RBC Capital	Outperform	Sector Perform	up
2018-04-05 17:47:48	Barclays	Overweight	Overweight	main
2018-04-06 15:48:47	Guggenheim	Neutral	Buy	down
2018-04-06 15:49:35	William Blair	Market Perform	Outperform	down
2018-04-09 12:07:29	Credit Suisse	Outperform	Outperform	main
2018-04-09 12:31:45	JP Morgan	Overweight	Overweight	main
2018-04-10 16:37:51	Morgan Stanley	Overweight	Overweight	main
2018-04-12 12:51:50	UBS	Buy	Neutral	up
2018-04-24 11:49:40	JP Morgan	Overweight	Overweight	main
2018-05-05 13:32:15	Argus	Buy		main
2018-06-11 14:16:22	Evercore ISI Group	Outperform		up
2018-06-26 12:19:45	RBC Capital	Sector Perform	Outperform	down
2018-07-13 11:11:14	Morgan Stanley	Equal-Weight	Overweight	down
2018-07-18 12:15:29	Oppenheimer	Perform	Perform	main
2018-08-01 11:22:10	JMP Securities	Market Perform	Outperform	down
2018-08-15 12:06:50	RBC Capital	Outperform	Sector Perform	up
2018-10-22 16:03:17	Cantor Fitzgerald	Neutral	Neutral	main
2019-01-03 13:30:51	Guggenheim	Buy	Neutral	up
2019-01-16 12:33:36	UBS	Neutral	Buy	down
2019-01-24 11:37:39	Gabelli & Co.	Buy	Hold	up
2019-01-24 11:38:50	William Blair	Outperform	Market Perform	up
2019-02-25 14:32:20	Argus	Buy	Buy	main
2019-04-03 11:12:09	RBC Capital	Sector Perform	Outperform	down
2019-05-03 10:48:38	Barclays	Equal-Weight	Overweight	down
2019-07-31 11:56:54	Morgan Stanley	Equal-Weight		main
2019-07-31 12:52:42	Nomura	Buy		main
2019-09-05 10:59:27	Oppenheimer	Outperform	Perform	up
2019-09-30 12:27:22	JMP Securities	Market Outperform		main
2020-01-02 12:18:31	Guggenheim Securities	Neutral	Buy	down
2020-01-03 11:40:05	Mizuho	Neutral	Buy	down
2020-01-03 11:54:31	JMP Securities	Market Outperform		main
