	Holder	Shares	Date Reported	% Out	Value
0	Coatue Management, LLC	12158094	2020-09-29	0.0857	760853522
1	Vanguard Group, Inc. (The)	11566601	2020-09-29	0.0815	723837890
2	Tiger Global Management, LLC	6800903	2020-09-29	0.0479	425600509
3	JP Morgan Chase & Company	6395407	2020-09-29	0.0451	400224570
4	Blackrock Inc.	6382833	2020-09-29	0.045	399437689
5	Brown Capital Management, Inc.	4884177	2020-09-29	0.0344	305651796
6	FMR, LLC	4600947	2020-09-29	0.032400000000000005	287927263
7	Capital Research Global Investors	4577370	2020-09-29	0.0323	286451814
8	Kensico Capital Management Corp	3528500	2020-09-29	0.024900000000000002	220813530
9	Steadfast Capital Management LLC	3292842	2020-09-29	0.0232	206066052
