	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	89129456	2020-09-29	0.0329	26202277474
1	Vanguard Group, Inc. (The)	62523304	2020-09-29	0.0231	18380600909
2	Price (T.Rowe) Associates Inc	62466304	2020-09-29	0.0231	18363844049
3	FMR, LLC	37661345	2020-09-29	0.0139	11071682203
4	State Street Corporation	37417032	2020-09-29	0.0138	10999859067
5	Baillie Gifford and Company	25031910	2020-09-29	0.009300000000000001	7358880901
6	Invesco Ltd.	24736138	2020-09-29	0.0091	7271929849
7	Schroder Investment Management Group	24334797	2020-09-29	0.009000000000000001	7153943622
8	Norges Bank Investment Management	24015334	2019-12-30	0.0089	5093652341
9	JP Morgan Chase & Company	21142316	2020-09-29	0.0078000000000000005	6215418057
