	0	1
Earnings Date	2021-02-11 00:00:00	2021-02-15 00:00:00
Earnings Average	3.23	3.23
Earnings Low	2.98	2.98
Earnings High	3.55	3.55
Revenue Average	32868900000	32868900000
Revenue Low	30980700000	30980700000
Revenue High	34461800000	34461800000
