	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	-0.04	-0.04
Earnings Low	-0.06	-0.06
Earnings High	0.03	0.03
Revenue Average	235890000	235890000
Revenue Low	226500000	226500000
Revenue High	248620000	248620000
