	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.98	0.98
Earnings Low	0.92	0.92
Earnings High	1.02	1.02
Revenue Average	1124000000	1124000000
Revenue Low	1096000000	1096000000
Revenue High	1138100000	1138100000
