Date	Firm	To Grade	From Grade	Action
2012-05-08	Jefferies	Buy		main
2012-07-30	Deutsche Bank	Hold		main
2012-08-10	Jefferies	Hold	Buy	down
2013-02-15	Jefferies	Hold		main
2013-08-02	Deutsche Bank	Hold		main
2014-01-30	JP Morgan	Neutral	Overweight	down
2014-06-13	Raymond James	Outperform		main
2014-08-01	JP Morgan	Neutral		main
2014-10-30	Avondale Partners	Market Perform		down
2014-10-30	Deutsche Bank	Hold		main
2014-11-21	Jefferies	Buy		init
2014-12-05	JP Morgan	Neutral		main
2014-12-19	Jefferies	Buy		main
2015-01-02	Raymond James	Market Perform	Outperform	down
2015-02-03	JP Morgan	Overweight	Neutral	up
2015-02-13	Jefferies	Buy		main
2015-03-16	Sidoti & Co.	Neutral	Buy	down
2015-06-26	Sandler O'Neill	Hold		init
2015-07-09	Jefferies	Buy		main
2015-08-28	Macquarie	Neutral		init
2015-10-06	Evercore ISI Group	Buy		init
2015-11-03	Macquarie	Neutral		main
2016-01-06	Avondale Partners	Market Perform		main
2016-02-09	Raymond James	Outperform	Market Perform	up
2016-02-12	Deutsche Bank	Hold		main
2016-03-15	Jefferies	Buy		main
2016-03-28	Morgan Stanley	Equal-Weight		init
2016-03-29	Morgan Stanley	Equal-Weight		init
2016-05-13	RBC Capital	Buy		init
2016-07-11	Deutsche Bank	Hold		main
2016-07-28	Morgan Stanley	Equal-Weight		main
2016-09-27	Morgan Stanley	Overweight	Equal-Weight	up
2017-02-16	Macquarie	Outperform	Neutral	up
2017-04-06	UBS	Buy		init
2017-07-14	Deutsche Bank	Hold		main
2017-09-15	DA Davidson	Buy		init
2017-10-26	Morgan Stanley	Overweight		main
2017-11-21	Raymond James	Strong Buy	Outperform	up
2017-12-12	JP Morgan	Neutral	Overweight	down
2018-01-16	William Blair	Market Perform	Outperform	down
2018-05-21	Deutsche Bank	Hold	Hold	main
2018-05-31	Credit Suisse	Outperform		init
2018-09-10	DA Davidson	Neutral	Neutral	main
2018-09-10	Deutsche Bank	Buy	Hold	up
2018-11-16	DA Davidson	Buy	Neutral	up
2018-11-20	Raymond James	Strong Buy	Strong Buy	main
2019-01-02	Raymond James	Strong Buy	Strong Buy	main
2019-01-08	UBS	Buy	Buy	main
2019-01-25	Buckingham	Buy		init
2019-04-09	UBS	Buy	Buy	main
2019-04-17	DA Davidson	Buy	Buy	main
2019-05-01	Jefferies	Hold	Buy	down
2019-07-30	DA Davidson	Neutral	Buy	down
2019-07-30	Raymond James	Strong Buy		main
2019-07-30	Buckingham Research	Buy		main
2019-07-30	Credit Suisse	Outperform		main
2019-10-18	DA Davidson	Buy	Neutral	up
2019-11-01	Raymond James	Strong Buy		main
2019-11-01	Morgan Stanley	Equal-Weight		main
2019-11-04	UBS	Buy		main
2019-11-05	Wells Fargo	Buy		main
2020-01-08	DA Davidson	Buy		main
2020-01-13	BTIG	Buy		init
2020-01-13	Credit Suisse	Outperform		main
2020-01-22	Citigroup	Buy		main
2020-02-13	Raymond James	Strong Buy		main
2020-02-13	Needham	Buy	Strong Buy	down
2020-02-13	Credit Suisse	Outperform		main
2020-03-26	Citigroup	Buy		main
2020-05-01	Needham	Buy		main
2020-05-01	Morgan Stanley	Equal-Weight		main
2020-05-01	UBS	Buy		main
2020-07-29	Needham	Buy		main
2020-07-29	Rosenblatt	Buy		main
2020-07-29	Raymond James	Strong Buy		main
2020-07-29	Credit Suisse	Outperform		main
2020-07-29	Piper Sandler	Overweight		main
2020-07-29	JP Morgan	Overweight		main
2020-07-30	Citigroup	Buy		main
