	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	20633555	2020-06-29	0.0801	1165383186
1	Janus Henderson Group PLC	18616257	2020-06-29	0.0723	1051446195
2	Blackrock Inc.	12274106	2020-06-29	0.04769999999999999	693241506
3	Wellington Management Company, LLP	11137272	2020-06-29	0.0432	629033122
4	Select Equity Group, Inc.	9376764	2020-06-29	0.0364	529599630
5	Capital Research Global Investors	9123575	2020-06-29	0.0354	515299516
6	Price (T.Rowe) Associates Inc	7579632	2020-06-29	0.0294	428097615
7	FMR, LLC	7236073	2020-06-29	0.0281	408693403
8	BAMCO Inc.	5288577	2020-06-29	0.020499999999999997	298698828
9	Boston Partners	5043953	2020-06-29	0.0196	284882465
