	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	-2.13	-2.13
Earnings Low	-3.77	-3.77
Earnings High	-0.67	-0.67
Revenue Average	1604880000	1604880000
Revenue Low	1327800000	1327800000
Revenue High	1950380000	1950380000
