Date	Firm	To Grade	From Grade	Action
2019-05-17 12:57:54	Deutsche Bank	Hold		main
2019-05-20 15:13:48	DA Davidson	Neutral		main
2019-08-02 10:40:35	Deutsche Bank	Buy	Hold	up
2019-08-02 13:27:36	UBS	Neutral		main
2019-08-02 14:45:39	Citi	Buy		main
2019-08-02 15:17:04	Wedbush	Outperform		main
2019-08-15 12:30:54	Argus	Buy	Hold	up
2019-10-21 10:35:20	RBC Capital	Outperform	Sector Perform	up
2019-11-01 11:41:13	DA Davidson	Buy	Neutral	up
2019-11-01 12:32:59	Nomura	Buy		main
2019-11-01 13:13:59	Pivotal Research	Hold	Buy	down
2019-11-01 13:38:23	Credit Suisse	Neutral		main
2019-11-01 13:45:14	JP Morgan	Neutral		main
2019-11-01 13:52:16	MKM Partners	Neutral		main
2019-11-01 13:57:45	Deutsche Bank	Buy		main
2019-11-01 14:07:27	Susquehanna	Neutral		main
2019-11-01 14:11:39	RBC Capital	Outperform		main
2019-11-01 14:23:20	Barclays	Equal-Weight		main
2019-11-04 12:08:29	Citigroup	Buy		main
2019-11-15 12:47:29	Wedbush	Outperform		main
2020-01-17 11:56:56	Wells Fargo	Overweight	Equal-Weight	up
2020-02-07 12:20:12	Rosenblatt	Neutral		reit
2020-02-07 12:48:43	Nomura	Buy		main
2020-02-07 13:23:46	Wedbush	Outperform		main
2020-02-07 15:11:33	DA Davidson	Buy		main
2020-02-07 17:07:32	Wells Fargo	Overweight		main
2020-03-18 16:40:33	JP Morgan	Neutral		main
2020-03-30 13:31:56	UBS	Neutral		main
2020-04-08 16:16:29	Credit Suisse	Neutral		main
2020-05-06 10:46:29	DA Davidson	Neutral	Buy	down
2020-05-06 12:02:56	Nomura Instinet	Buy		main
2020-05-06 12:57:07	Wedbush	Outperform		main
2020-05-06 15:59:09	Baird	Outperform		main
2020-07-09 12:41:59	Morgan Stanley	Equal-Weight		main
2020-07-20 12:21:48	Credit Suisse	Neutral		main
2020-07-21 14:01:37	Deutsche Bank	Buy		main
2020-08-03 09:49:45	Pivotal Research	Buy	Hold	up
2020-08-03 10:51:31	UBS	Buy	Neutral	up
2020-08-03 11:16:26	Rosenblatt	Neutral		main
2020-08-03 12:25:57	Credit Suisse	Neutral		main
2020-08-03 13:56:03	Morgan Stanley	Equal-Weight		main
2020-08-10 11:48:33	Morgan Stanley	Overweight	Equal-Weight	up
2020-08-24 10:18:33	Citigroup	Neutral	Buy	down
2020-09-02 11:59:02	Baird	Outperform		main
