	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.02	0.02
Earnings Low	-0.05	-0.05
Earnings High	0.1	0.1
Revenue Average	375590000	375590000
Revenue Low	281700000	281700000
Revenue High	392000000	392000000
