	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	32769092	2020-09-29	0.10949999999999999	3547909590
1	Blackrock Inc.	23260083	2020-09-29	0.07780000000000001	2518369186
2	FMR, LLC	22619385	2020-09-29	0.0756	2449000813
3	Bank Of New York Mellon Corporation	14237647	2020-09-29	0.047599999999999996	1541510040
4	State Street Corporation	12890875	2020-09-29	0.0431	1395695036
5	AllianceBernstein, L.P.	8381074	2020-09-29	0.027999999999999997	907418881
6	Capital Research Global Investors	8273366	2020-09-29	0.0277	895757336
7	JP Morgan Chase & Company	7710521	2020-09-29	0.0258	834818108
8	Price (T.Rowe) Associates Inc	7412315	2020-09-29	0.0248	802531345
9	Alecta Pensionsforsakring, Omsesidigt	6176500	2020-09-29	0.0206	668729655
