	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	1.65	1.65
Earnings Low	1.49	1.49
Earnings High	2.04	2.04
Revenue Average	3944540000	3944540000
Revenue Low	3697070000	3697070000
Revenue High	4193000000	4193000000
