	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.07	0.07
Earnings Low	0.07	0.07
Earnings High	0.08	0.08
Revenue Average	227670000	227670000
Revenue Low	226200000	226200000
Revenue High	228800000	228800000
