	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	20006077	2020-06-29	0.08869999999999999	243573987
1	ClearBridge Investments, LLC	15908887	2020-06-29	0.0705	193690699
2	Shapiro Capital Management Company, Inc.	15013110	2020-06-29	0.0666	182784614
3	Blackrock Inc.	11381912	2020-06-29	0.050499999999999996	138574778
4	Invesco Ltd.	6510064	2020-06-29	0.028900000000000002	79260029
5	ArrowMark Colorado Holdings LLC	6181561	2020-06-29	0.0274	75260505
6	First Trust Advisors LP	6118106	2020-06-29	0.0271	74487940
7	Bank of America Corporation	6042235	2020-06-29	0.0268	73564211
8	Russell Investments Group, Ltd.	4921787	2020-06-29	0.0218	59922756
9	Neuberger Berman Group, LLC	3457600	2020-06-29	0.015300000000000001	42096280
