	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	570726802	2020-06-29	0.0801	17253071224
1	Blackrock Inc.	490400420	2020-06-29	0.0688	14824804696
2	State Street Corporation	293733156	2020-06-29	0.0412	8879553305
3	Newport Trust Co	200968541	2020-06-29	0.0282	6075278994
4	Geode Capital Management, LLC	109306740	2020-06-29	0.015300000000000001	3304342750
5	Northern Trust Corporation	85765991	2020-06-29	0.012	2592705907
6	Bank of America Corporation	84379339	2020-06-29	0.0118	2550787417
7	Norges Bank Investment Management	74930915	2019-12-30	0.0105	2928300158
8	Morgan Stanley	73393965	2020-06-29	0.0103	2218699561
9	Dimensional Fund Advisors LP	64495021	2020-06-29	0.0091	1949684484
