	Holder	Shares	Date Reported	% Out	Value
0	FMR, LLC	10151517	2020-06-29	0.0959	1182956276
1	Vanguard Group, Inc. (The)	8525746	2020-06-29	0.0805	993505181
2	Blackrock Inc.	5728526	2020-06-29	0.0541	667545134
3	ARK Investment Management, LLC	3322980	2020-06-29	0.031400000000000004	387226859
4	FIL LTD	2793710	2020-06-29	0.0264	325551026
5	Wellington Management Company, LLP	2498753	2020-06-29	0.0236	291179687
6	Gilder, Gagnon, Howe & Co.	2429306	2020-06-29	0.0229	283087028
7	Baillie Gifford and Company	2428182	2020-06-29	0.0229	282956048
8	Sumitomo Mitsui Trust Holdings, Inc.	2319623	2020-06-29	0.0219	270305668
9	Allianz Asset Management GmbH	2264462	2020-06-29	0.021400000000000002	263877756
