	0	1
Earnings Date	2020-10-13 00:00:00	2020-10-19 00:00:00
Earnings Average	4.59	4.59
Earnings Low	3.44	3.44
Earnings High	5.98	5.98
Revenue Average	8875780000	8875780000
Revenue Low	7840680000	7840680000
Revenue High	10157000000	10157000000
