	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	0.68	0.68
Earnings Low	0.67	0.67
Earnings High	0.74	0.74
Revenue Average	361700000	361700000
Revenue Low	360300000	360300000
Revenue High	367460000	367460000
