Date	Firm	To Grade	From Grade	Action
2013-11-11	Pacific Crest	Outperform		init
2013-11-11	Canaccord Genuity	Buy		init
2013-11-11	Stifel Nicolaus	Hold		init
2013-11-11	Morgan Stanley	Equal-Weight		init
2013-11-11	Deutsche Bank	Buy		init
2013-12-06	Deutsche Bank	Buy		main
2014-03-05	Deutsche Bank	Buy		main
2014-04-02	Morgan Stanley	Overweight	Equal-weight	up
2014-05-28	JP Morgan	Overweight		init
2014-05-30	Pacific Crest	Outperform		main
2014-08-29	Deutsche Bank	Buy		main
2014-09-18	Pacific Crest	Outperform		main
2014-09-18	Deutsche Bank	Buy		main
2014-09-22	William Blair	Outperform		init
2014-10-27	Leerink Swann	Market Perform		init
2014-11-26	Deutsche Bank	Buy		main
2015-01-08	Stifel Nicolaus	Buy	Hold	up
2015-02-05	UBS	Buy		init
2015-03-04	Leerink Swann	Market Perform		main
2015-03-04	Deutsche Bank	Hold	Buy	down
2015-03-19	Evercore ISI Group	Buy		init
2015-05-29	Deutsche Bank	Hold		main
2015-07-07	JMP Securities	Market Perform		init
2015-08-28	Canaccord Genuity	Buy		main
2015-08-28	UBS	Buy		main
2015-10-30	Citigroup	Neutral		init
2015-11-25	Leerink Swann	Market Perform		main
2016-03-02	Morgan Stanley	Overweight		main
2016-05-27	Stifel Nicolaus	Buy		main
2016-05-27	JP Morgan	Overweight		main
2016-05-27	Deutsche Bank	Hold		main
2016-05-27	Citigroup	Neutral		main
2016-05-27	Canaccord Genuity	Buy		main
2016-06-17	Bank of America	Neutral		init
2016-08-23	Citigroup	Neutral		main
2016-08-24	Raymond James	Market Perform		init
2016-08-31	Morgan Stanley	Overweight		main
2016-08-31	Canaccord Genuity	Buy		main
2016-08-31	KeyBanc	Overweight		main
2016-08-31	Citigroup	Neutral		main
2016-09-30	Stifel Nicolaus	Buy		main
2016-10-03	Canaccord Genuity	Buy		main
2016-10-04	Goldman Sachs	Neutral		init
2016-10-13	JMP Securities	Market Perform		init
2016-11-23	KeyBanc	Overweight		main
2016-11-23	Deutsche Bank	Hold		main
2016-12-16	JMP Securities	Market Outperform	Market Perform	up
2017-05-26	Bank of America	Buy	Neutral	up
2017-06-05	Morgan Stanley	Equal-Weight	Overweight	down
2018-01-30	Morgan Stanley	Overweight	Equal-Weight	up
2018-02-02	DA Davidson	Buy		init
2018-02-28	Stifel Nicolaus	Buy	Buy	main
