	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	107207317	2020-06-29	0.0819	6965259385
1	Blackrock Inc.	97156370	2020-06-29	0.0742	6312249358
2	State Street Corporation	56998660	2020-06-29	0.0436	3703202940
3	FMR, LLC	27661368	2020-06-29	0.021099999999999997	1797159078
4	Capital World Investors	26555128	2020-06-29	0.0203	1725286666
5	Capital International Investors	24782448	2020-06-29	0.0189	1610115646
6	Morgan Stanley	23059754	2020-06-29	0.0176	1498192217
7	Price (T.Rowe) Associates Inc	21210885	2020-06-29	0.016200000000000003	1378071198
8	Geode Capital Management, LLC	19645325	2020-06-29	0.015	1276356765
9	Nordea Investment Management Ab	18518644	2020-06-29	0.014199999999999999	1203156300
