	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	121337499	2020-06-29	0.1	2307839230
1	Vanguard Group, Inc. (The)	104202414	2020-06-29	0.0859	1981929914
2	State Street Corporation	68533985	2020-06-29	0.0565	1303516394
3	Dodge & Cox Inc	36658928	2020-06-29	0.0302	697252810
4	Franklin Resources, Inc.	35609796	2020-06-29	0.029300000000000003	677298319
5	Blackstone Group Inc.	33253588	2020-06-29	0.0274	632483243
6	Price (T.Rowe) Associates Inc	26334901	2020-06-29	0.0217	500889817
7	Deutsche Bank Aktiengesellschaft	25667002	2020-06-29	0.0212	488186378
8	JP Morgan Chase & Company	24034770	2020-06-29	0.019799999999999998	457141325
9	ClearBridge Investments, LLC	24002709	2020-06-29	0.019799999999999998	456531525
