	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	124559499	2020-06-29	0.08869999999999999	16474239337
1	Blackrock Inc.	103902587	2020-06-29	0.07400000000000001	13742156156
2	State Street Corporation	64956931	2020-06-29	0.0463	8591203694
3	Bank of America Corporation	26112644	2020-06-29	0.018600000000000002	3453658295
4	Geode Capital Management, LLC	21045591	2020-06-29	0.015	2783489865
5	Wellington Management Company, LLP	18861771	2020-06-29	0.0134	2494657832
6	Northern Trust Corporation	18844546	2020-06-29	0.0134	2492379653
7	Bank Of New York Mellon Corporation	18762285	2020-06-29	0.0134	2481499814
8	FMR, LLC	15345957	2020-06-29	0.0109	2029656272
9	Norges Bank Investment Management	14527963	2019-12-30	0.0103	1985536703
