Date	Firm	To Grade	From Grade	Action
2012-02-23 11:53:00	UBS	Buy		up
2012-03-26 08:53:00	Canaccord Genuity	Buy		init
2012-03-26 10:36:00	Bank oferica	Buy		main
2012-03-29 14:21:00	Oppenheimer	Outperform		main
2012-04-25 06:07:00	Jefferies	Hold		main
2012-04-25 07:43:00	Canaccord Genuity	Buy		main
2012-04-27 08:53:00	Morgan Stanley	Overweight		main
2012-06-05 06:08:00	PiperJaffray	Overweight		main
2012-07-26 11:33:00	UBS	Buy		main
2012-07-26 13:35:00	Barclays	Overweight		main
2012-09-14 11:25:00	Barclays	Overweight		main
2012-09-24 06:47:00	Canaccord Genuity	Buy		main
2012-10-10 08:51:00	Bank of America	Buy		main
2012-10-25 08:06:00	Jefferies	Hold		main
2012-10-25 08:10:00	Deutsche Bank	Buy		main
2012-10-25 12:03:00	UBS	Buy		main
2012-10-25 13:09:00	Barclays	Overweight		main
2012-11-09 09:27:00	Guggenheim	Buy		init
2012-12-07 06:00:35	Citigroup	Neutral		init
2013-01-02 17:06:21	Janney Capital	Neutral		init
2013-02-14 16:08:34	Oppenheimer	Outperform		main
2013-02-15 07:27:47	Jefferies	Hold		main
2013-02-15 08:03:44	Stifel Nicolaus	Buy		main
2013-02-15 08:48:36	Bank of America	Buy		main
2013-02-20 10:37:53	Lazard	Buy	Neutral	up
2013-05-31 08:22:39	Credit Suisse	Neutral		init
2013-10-25 08:44:01	Jefferies	Hold		main
2013-12-26 09:01:02	Bank of America	Buy		main
2014-01-05 10:51:20	Goldman Sachs	Neutral	Buy	down
2014-01-08 07:47:05	Nomura	Buy		init
2014-01-28 08:00:00	JP Morgan	Overweight		main
2014-01-31 06:50:03	Nomura	Buy		main
2014-01-31 07:34:02	Stifel Nicolaus	Buy		main
2014-01-31 08:00:00	JP Morgan	Overweight		main
2014-03-11 07:09:34	Stifel Nicolaus	Buy		main
2014-03-11 07:37:26	Nomura	Buy		main
2014-04-25 07:30:53	Stifel Nicolaus	Buy		main
2014-05-09 02:20:46	JP Morgan	Overweight		main
2014-07-25 00:57:28	JP Morgan	Overweight		main
2014-07-25 01:48:43	Nomura	Buy		main
2014-07-25 02:09:12	Stifel Nicolaus	Buy		main
2014-07-25 22:06:32	Credit Suisse	Neutral		main
2014-09-04 16:34:29	SunTrust Robinson Humphrey	Buy		init
2014-11-07 09:00:00	JP Morgan	Overweight		main
2015-01-05 00:00:00	Morgan Stanley	Equal-weight	Overweight	down
2015-01-06 00:00:00	Barclays	Overweight		init
2015-01-08 09:00:00	Jefferies	Hold		main
2015-01-30 09:00:00	Stifel Nicolaus	Buy		main
2015-04-24 09:00:00	Nomura	Neutral		main
2015-05-07 08:03:13	Nomura	Buy	Neutral	up
2015-05-07 09:00:00	Citigroup	Neutral		main
2015-07-31 13:12:48	Stifel Nicolaus	Buy		main
2015-09-14 00:00:00	Barclays	Equal-Weight	Overweight	down
2015-10-02 04:03:38	Morgan Stanley	Overweight	Equal-Weight	up
2015-12-11 15:01:00	Stifel Nicolaus	Buy		main
2016-01-07 07:16:22	SunTrust Robinson Humphrey	Buy		init
2016-01-07 08:10:16	BTIG Research	Neutral	Buy	down
2016-01-20 16:20:25	Credit Suisse	Neutral		init
2016-02-04 04:02:39	Jefferies	Hold		main
2016-02-04 04:02:42	Barclays	Equal-Weight		main
2016-02-25 06:47:27	Citigroup	Neutral		init
2016-03-07 16:13:13	Baird	Neutral	Outperform	down
2016-04-07 06:28:56	BMO Capital	Market Perform		init
2016-04-29 06:22:14	BMO Capital	Outperform	Market Perform	up
2016-06-07 04:22:19	Morgan Stanley	Overweight		main
2016-06-27 09:04:47	Citigroup	Buy	Neutral	up
2016-07-11 06:06:43	Credit Suisse	Outperform	Neutral	up
2016-07-13 07:15:22	RBC Capital	Outperform		init
2016-07-29 10:28:36	Barclays	Equal-Weight		main
2016-09-15 09:41:22	FBR Capital	Underperform		init
2016-09-20 07:28:44	Citigroup	Buy		main
2016-09-22 16:17:29	Wedbush	Neutral		init
2016-09-23 10:23:54	Jefferies	Hold		main
2016-09-26 08:27:33	Leerink Swann	Outperform		main
2016-10-28 11:41:21	FBR Capital	Market Perform	Underperform	up
2016-11-03 10:05:24	Deutsche Bank	Buy		init
2016-11-29 10:56:55	Barclays	Overweight	Equal-Weight	up
2016-12-13 12:47:27	Morgan Stanley	Equal-Weight	Overweight	down
2016-12-15 13:06:43	Oppenheimer	Perform		init
2017-03-02 16:23:47	Nomura	Buy		init
2017-03-30 17:33:29	UBS	Buy		init
2017-05-25 10:24:31	Morgan Stanley	Overweight	Equal-Weight	up
2017-07-11 10:33:59	Morgan Stanley	Overweight		main
2017-07-28 14:20:16	Oppenheimer	Outperform	Perform	up
2017-07-28 14:30:48	Leerink Swann	Outperform		main
2017-07-28 14:47:33	BMO Capital	Outperform		main
2017-08-17 10:32:43	Evercore ISI Group	In-Line		init
2017-09-05 12:02:35	JP Morgan	Overweight	Neutral	up
2017-09-13 16:38:46	BMO Capital	Outperform		main
2017-09-14 14:44:11	BMO Capital	Outperform		main
2017-09-15 12:33:01	RBC Capital	Outperform		init
2017-10-27 12:07:55	Stifel Nicolaus	Buy		main
2017-12-18 11:34:01	Baird	Outperform	Neutral	up
2018-01-04 12:26:09	Raymond James	Outperform	Strong Buy	down
2018-02-09 12:58:29	Citigroup	Buy	Buy	main
2018-02-09 13:51:16	Deutsche Bank	Buy	Buy	main
2018-02-09 15:10:36	Leerink Swann	Outperform	Outperform	main
2018-02-09 15:20:24	Morgan Stanley	Overweight	Overweight	main
2018-02-09 16:50:25	BMO Capital	Outperform	Outperform	main
2018-03-16 13:00:14	Credit Suisse	Outperform	Outperform	main
2018-03-19 13:58:15	Nomura	Buy	Buy	main
2018-04-27 11:38:49	Stifel Nicolaus	Buy	Buy	main
2018-04-30 11:55:52	Citigroup	Buy	Buy	main
2018-06-05 12:09:52	Credit Suisse	Outperform	Outperform	main
2018-07-27 11:51:16	JP Morgan	Overweight	Overweight	main
2018-07-27 15:35:32	Morgan Stanley	Overweight	Overweight	main
