	0	1
Earnings Date	2021-01-28 00:00:00	2021-02-01 00:00:00
Earnings Average	2.56	2.56
Earnings Low	2.17	2.17
Earnings High	3.1	3.1
Revenue Average	1518150000	1518150000
Revenue Low	1437020000	1437020000
Revenue High	1589450000	1589450000
