	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.23	0.23
Earnings Low	0.05	0.05
Earnings High	0.76	0.76
Revenue Average	978440000	978440000
Revenue Low	801000000	801000000
Revenue High	1011400000	1011400000
