Date	Firm	To Grade	From Grade	Action
2013-12-12 16:00:00	SunTrust Robinson Humphrey	Neutral		init
2014-01-21 06:51:05	Credit Suisse	Outperform		init
2014-01-21 06:54:30	Morgan Stanley	Equal-weight		init
2014-01-21 07:42:11	Barclays	Overweight		init
2014-01-21 07:52:43	Deutsche Bank	Buy		init
2014-01-21 16:00:00	UBS	Neutral		init
2014-02-24 08:00:00	Macquarie	Neutral		init
2014-03-04 08:00:00	Goldman Sachs	Buy	Neutral	up
2014-05-07 06:40:14	Morgan Stanley	Overweight	Equal-weight	up
2014-05-12 08:45:29	UBS	Buy	Neutral	up
2014-05-12 21:39:47	Barclays	Overweight		main
2014-05-23 08:28:04	Craig-Hallum	Buy	Hold	up
2014-07-09 20:43:46	Deutsche Bank	Buy		main
2014-07-15 19:53:38	JP Morgan	Overweight		main
2014-08-04 19:35:35	Barclays	Overweight		main
2014-08-04 20:50:02	SunTrust Robinson Humphrey	Neutral		main
2014-08-07 16:00:00	Citigroup	Buy		main
2014-10-09 09:00:00	JMP Securities	Market Outperform		init
2014-11-14 09:00:00	Barclays	Overweight		main
2014-11-21 04:20:33	Credit Suisse	Outperform		main
2014-11-21 09:00:00	Credit Suisse	Outperform		main
2014-12-18 00:00:00	Evercore ISI Group	Buy		init
2015-01-13 00:00:00	Wells Fargo	Outperform	Market Perform	up
2015-02-04 05:46:55	Baird	Outperform	Neutral	up
2015-02-11 09:00:00	JP Morgan	Overweight		main
2015-02-19 09:00:00	Deutsche Bank	Buy		main
2015-03-03 06:12:05	RBC Capital	Outperform		init
2015-03-16 09:00:00	Citigroup	Buy		main
2015-04-13 06:20:37	Evercore ISI Group	Hold	Buy	down
2015-04-30 09:00:00	Barclays	Overweight		main
2015-05-06 09:00:00	Citigroup	Buy		main
2015-06-10 06:24:10	Brean Capital	Buy		init
2015-08-05 07:17:59	Evercore ISI Group	Buy	Hold	up
2015-08-05 07:33:47	Goldman Sachs	Neutral	Buy	down
2015-09-07 22:12:02	Evercore ISI Group	Buy		main
2015-12-03 07:57:09	Macquarie	Outperform	Neutral	up
2015-12-08 05:19:04	Berenberg	Hold		init
2016-01-04 07:18:43	Telsey Advisory Group	Outperform		init
2016-01-11 13:49:22	Deutsche Bank	Buy		main
2016-01-14 07:26:23	MKM Partners	Sell	Buy	down
2016-02-29 12:44:33	Barclays	Overweight		main
2016-03-01 12:33:22	FBR Capital	Outperform		main
2016-04-12 07:01:42	CLSA	Buy		init
2016-05-13 12:32:48	Citigroup	Buy		main
2016-05-19 06:53:08	Bank of America	Neutral	Buy	down
2016-07-06 06:46:31	Wolfe Research	Outperform		init
2016-07-28 11:15:09	Deutsche Bank	Buy		main
2016-07-28 11:55:51	JMP Securities	Market Outperform		main
2016-07-28 13:07:51	Morgan Stanley	Overweight		main
2016-08-05 09:25:18	Citigroup	Buy		main
2016-09-09 03:45:30	Bernstein	Market Perform		init
2016-11-28 10:56:40	Evercore ISI Group	Hold	Buy	down
2016-12-05 10:55:42	MKM Partners	Buy	Sell	up
2016-12-15 16:05:05	Bank of America	Buy	Neutral	up
2017-01-19 13:19:38	Bernstein	Outperform	Market Perform	up
2017-04-03 16:15:55	Telsey Advisory Group	Market Perform	Outperform	down
2017-07-27 16:55:36	Barclays	Equal-Weight		main
2017-07-31 12:48:14	Berenberg	Hold	Sell	up
2017-08-24 16:15:41	Raymond James	Outperform		main
2017-10-27 16:08:14	Barclays	Equal-Weight		main
2017-10-27 18:01:18	FBR Capital	Neutral	Outperform	down
2017-11-06 12:07:53	Wells Fargo	Market Perform	Outperform	down
2017-11-13 18:27:50	Morgan Stanley	Overweight		main
2017-11-14 13:55:50	Goldman Sachs	Buy	Conviction Buy	down
2018-01-08 13:06:00	Raymond James	Strong Buy	Outperform	up
2018-01-17 12:29:24	Morgan Stanley	Equal-Weight	Overweight	down
2018-02-15 15:04:04	JP Morgan	Overweight	Overweight	main
2018-05-01 15:48:42	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-05-05 14:00:39	B. Riley FBR	Neutral	Neutral	main
2018-05-17 21:03:44	Evercore ISI Group	In-Line	Underperform	up
2018-07-19 11:46:41	Berenberg	Buy	Hold	up
2018-08-17 17:58:34	Bernstein	Market Perform	Outperform	down
2018-10-25 11:19:32	Wells Fargo	Outperform	Market Perform	up
2018-10-25 12:12:09	B. Riley FBR	Buy	Neutral	up
2018-10-25 15:19:05	Raymond James	Strong Buy	Strong Buy	main
2018-10-25 15:45:54	Baird	Outperform	Outperform	main
2018-10-26 10:27:41	Evercore ISI Group	Outperform	In-Line	up
2018-11-05 13:58:54	Argus	Hold	Buy	down
2019-02-14 13:47:30	Wells Fargo	Outperform	Outperform	main
2019-02-19 13:08:50	Evercore ISI Group	In-Line	Outperform	down
2019-02-19 13:52:46	RBC Capital	Outperform	Outperform	main
2019-04-03 13:56:51	Citigroup	Buy	Buy	main
2019-04-24 11:40:29	Wells Fargo	Market Perform	Outperform	down
2019-04-24 12:21:15	Wells Fargo	Market Perform	Outperform	down
2019-05-02 10:50:45	Deutsche Bank	Hold	Buy	down
2019-05-06 11:20:05	Raymond James	Outperform	Strong Buy	down
2019-05-06 15:27:20	Argus Research	Buy	Buy	main
2019-05-13 11:49:01	Berenberg	Hold	Buy	down
2019-07-09 10:24:45	JP Morgan	Neutral	Overweight	down
2019-07-15 11:17:54	Longbow Research	Neutral	Buy	down
2019-07-16 11:13:51	SunTrust Robinson Humphrey	Hold	Buy	down
2019-07-25 11:33:35	Raymond James	Outperform		main
2019-07-25 12:01:27	Morgan Stanley	Equal-Weight		main
2019-07-30 11:52:18	Citigroup	Buy		main
2019-09-03 11:22:02	Macquarie	Neutral	Outperform	down
2019-09-06 14:54:27	JP Morgan	Neutral		main
2019-10-18 12:35:32	Wells Fargo	Market Perform		main
2019-10-24 12:09:31	Nomura	Buy		main
2019-10-24 13:06:32	Barclays	Equal-Weight		main
2019-10-24 13:46:20	Deutsche Bank	Hold		main
2019-12-10 13:29:03	Citigroup	Buy		main
2019-12-17 14:22:45	Nomura	Buy		main
2020-01-09 17:51:23	Morgan Stanley	Equal-Weight		main
2020-02-06 17:16:38	Barclays	Equal-Weight		main
2020-02-07 13:58:34	Wells Fargo	Equal-Weight		main
2020-02-12 13:06:30	SunTrust Robinson Humphrey	Hold		main
2020-02-12 13:17:46	Nomura	Buy		main
2020-02-12 14:27:13	Morgan Stanley	Equal-Weight		main
2020-03-09 11:52:39	Raymond James	Outperform		main
