	Holder	Shares	Date Reported	% Out	Value
0	FMR, LLC	18720914	2020-06-29	0.1499	5841112377
1	Vanguard Group, Inc. (The)	10709434	2020-06-29	0.0857	3341450502
2	Jennison Associates LLC	8440646	2020-06-29	0.0676	2633565958
3	Price (T.Rowe) Associates Inc	8350656	2020-06-29	0.0668	2605488178
4	WCM Investment Management, LLC	7902081	2020-06-29	0.0633	2465528292
5	Blackrock Inc.	7455746	2020-06-29	0.059699999999999996	2326267309
6	State Street Corporation	2930839	2020-06-29	0.0235	914451076
7	JP Morgan Chase & Company	2035480	2020-06-29	0.0163	635090114
8	Brown Advisory Inc.	1436824	2020-06-29	0.0115	448303456
9	Geode Capital Management, LLC	1334733	2020-06-29	0.010700000000000001	416450043
