	0	1
Earnings Date	2020-12-09 00:00:00	2020-12-14 00:00:00
Earnings Average	0.85	0.85
Earnings Low	0.79	0.79
Earnings High	1.06	1.06
Revenue Average	1005830000	1005830000
Revenue Low	984600000	984600000
Revenue High	1062200000	1062200000
